Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
463,1,0,1,0,0,2,9,3,3,2,9,2,5,0,0,0,0,2,8,2,1,1,0,1,1,2,7,5,5,10
463,1,1,1,4,0,3,14,3,5,2,9,0,5,0,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,13
356,1,2,1,1,0,1,5,3,3,2,9,2,5,0,0,0,3,2,8,1,1,2,0,0,1,2,1,2,5,12
433,5,4,0,4,0,2,5,3,0,2,7,0,5,1,0,0,0,2,8,1,1,2,2,1,1,2,7,5,3,1
948,5,0,1,7,4,6,5,3,5,2,7,2,5,7,0,0,3,2,8,2,1,2,1,1,4,2,0,2,5,13
948,5,1,1,4,0,2,0,3,1,2,9,2,5,7,0,0,3,2,8,2,1,9,1,0,4,2,7,5,5,10
83,5,1,1,4,0,6,5,3,5,2,7,7,5,0,0,0,3,2,8,1,1,0,1,0,1,2,0,2,5,3
963,6,0,1,4,0,6,17,3,5,2,2,4,5,0,0,3,3,4,8,2,1,0,3,2,5,3,0,2,5,10
963,6,1,1,4,0,0,9,3,5,2,7,4,5,0,0,3,3,4,2,2,1,0,3,2,5,3,3,2,5,9
698,6,4,0,0,2,2,0,3,5,2,6,4,5,7,0,0,0,2,8,1,1,0,0,0,1,2,0,2,5,10
535,1,4,1,4,0,1,14,3,1,2,6,2,5,0,0,0,0,2,1,2,1,4,0,1,0,2,1,2,5,9
535,1,1,1,4,2,2,0,3,6,3,9,4,5,0,0,0,0,2,8,2,1,0,3,2,5,3,0,2,5,11
200,2,1,1,2,0,1,5,3,5,3,7,2,5,1,0,0,3,2,2,1,1,9,0,1,1,2,7,5,5,0
662,3,1,1,4,0,3,7,3,3,3,4,4,5,7,0,0,0,2,8,1,1,0,3,2,5,3,0,2,5,10
442,5,4,0,4,0,4,8,3,5,3,6,2,5,0,0,0,3,2,8,1,1,0,1,0,3,2,3,2,5,13
1009,4,0,1,4,0,4,17,1,5,3,1,2,5,1,0,0,3,2,8,2,1,0,3,2,5,3,7,5,5,10
1009,4,1,1,7,2,6,5,3,0,2,9,2,5,1,0,0,3,2,8,2,1,0,0,1,0,2,3,2,5,11
486,4,0,1,4,0,1,0,3,3,3,9,4,5,0,0,0,3,2,8,1,1,0,1,1,3,2,3,2,5,9
5,0,2,1,7,4,6,10,3,2,3,2,4,3,7,3,3,0,2,6,2,2,4,0,1,1,2,7,5,5,11
5,0,2,1,1,0,5,0,3,2,3,9,4,5,7,0,3,0,2,2,2,2,2,2,1,1,2,0,2,5,10
5,0,1,1,4,0,3,5,3,5,2,14,7,5,7,0,3,0,2,8,2,2,2,0,1,1,2,0,2,5,11
731,4,0,1,4,2,3,9,3,2,2,7,4,5,0,0,0,0,2,8,2,1,4,0,0,1,2,2,2,5,3
731,4,0,1,4,0,3,6,3,5,3,7,3,5,0,0,0,0,2,2,2,1,2,2,0,1,2,3,2,5,7
374,0,1,1,4,0,3,9,3,5,2,2,3,5,0,0,0,3,2,8,2,2,2,3,2,5,3,3,2,5,3
374,0,1,1,4,2,2,5,0,6,2,7,3,5,0,0,0,3,2,8,2,2,2,0,0,0,2,0,2,5,0
374,0,1,1,4,0,4,0,3,5,2,2,3,5,0,0,0,3,2,8,2,2,2,3,2,5,3,1,2,5,12
471,0,1,1,4,0,1,5,3,5,2,2,2,5,0,0,0,0,2,8,2,1,2,0,1,1,2,7,5,5,1
471,0,1,1,4,0,6,14,3,3,2,7,4,5,0,0,0,0,2,8,2,1,7,2,1,3,2,0,2,5,1
335,0,1,1,0,0,0,8,0,2,2,7,4,5,1,1,0,3,2,8,1,1,3,2,1,0,2,0,2,1,10
545,0,1,1,4,0,0,0,3,2,2,12,7,5,7,0,0,0,2,1,1,1,5,3,2,5,3,0,2,5,10
1050,2,1,1,4,0,0,0,3,3,2,9,4,5,1,0,0,3,2,8,2,2,2,0,1,0,2,3,2,5,0
1050,2,1,1,5,0,2,17,4,0,2,7,2,5,1,0,0,3,2,2,2,2,2,3,2,5,3,7,2,5,1
265,2,2,1,4,0,3,7,3,3,2,6,4,5,1,0,0,3,2,8,1,1,2,0,1,0,2,2,2,5,12
598,3,4,1,4,0,3,0,3,3,2,9,4,5,1,0,0,0,2,8,1,3,2,1,1,3,2,0,2,5,0
598,3,4,1,4,0,2,10,3,3,2,7,1,3,1,0,0,0,2,8,1,3,2,3,2,5,3,0,2,5,12
598,3,4,1,4,0,1,10,3,3,2,9,2,5,1,0,0,0,2,8,1,3,2,0,1,1,2,0,2,5,9
676,2,1,1,4,0,4,0,3,2,2,9,4,5,1,0,0,0,2,8,2,1,2,3,2,5,3,7,5,5,18
676,2,0,1,4,0,0,9,3,6,2,9,2,5,1,0,0,0,2,8,2,1,2,1,0,0,2,0,2,5,10
634,4,1,1,4,0,2,9,3,0,2,7,7,5,0,0,0,0,2,8,2,1,2,2,0,0,2,0,2,1,10
634,4,4,1,4,0,4,5,3,2,2,7,4,5,0,0,0,0,2,8,2,1,2,0,1,0,2,7,5,5,10
162,1,1,1,1,0,2,0,3,2,2,7,1,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,0
162,1,0,1,4,0,1,8,3,0,2,3,4,5,7,0,0,3,2,2,2,1,4,0,1,0,2,0,2,5,12
48,1,4,1,4,0,2,8,3,1,2,9,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,2
48,1,1,1,1,0,2,5,3,2,2,9,1,5,7,0,0,3,2,2,2,1,3,0,1,3,2,0,2,5,16
994,1,0,1,4,0,3,0,3,2,2,9,4,5,7,0,0,3,2,8,2,1,4,3,2,5,3,0,2,5,13
994,1,0,1,4,0,0,14,3,0,2,7,2,5,7,0,0,3,2,8,2,1,2,2,0,4,2,0,2,5,0
955,1,1,1,2,0,4,6,3,0,2,6,2,5,1,0,0,3,2,10,2,1,2,0,1,0,2,0,2,5,11
955,1,1,1,1,0,3,17,3,1,2,7,7,5,1,0,0,3,2,1,2,1,2,3,2,5,3,0,2,5,0
929,5,1,1,2,2,0,7,3,5,2,6,0,5,5,0,0,3,2,8,2,1,2,0,0,0,2,0,2,5,10
929,5,0,1,4,0,1,0,3,5,2,9,2,5,5,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,9
260,5,1,1,7,0,2,0,3,5,2,6,0,1,0,0,0,3,2,8,1,1,2,2,0,3,2,7,5,2,0
91,5,0,1,2,2,1,17,3,6,2,6,0,5,7,0,0,3,2,1,2,1,2,2,1,1,2,0,2,3,13
91,5,1,1,2,0,3,11,1,5,2,7,0,5,7,0,0,3,2,2,2,1,2,3,2,5,3,7,5,5,10
416,6,1,1,4,0,0,0,3,5,2,6,2,5,7,0,0,3,2,10,1,1,2,3,2,5,3,0,2,5,9
708,4,1,1,1,0,0,7,3,5,2,6,6,5,7,0,0,0,2,8,1,1,4,0,1,1,2,2,2,5,10
211,4,1,1,2,0,0,0,0,5,3,6,1,5,7,0,0,3,2,10,2,1,7,2,1,4,2,3,2,1,0
211,4,0,1,0,0,2,7,3,5,3,7,4,5,7,0,0,3,2,10,2,1,4,0,1,1,2,0,2,5,0
572,4,0,1,7,4,6,5,3,5,3,9,6,5,0,0,0,0,2,10,1,1,4,3,2,5,3,7,5,5,11
429,4,1,1,4,0,2,8,3,1,2,9,2,1,0,0,0,3,2,8,2,1,7,2,0,3,2,3,2,1,0
429,4,0,1,1,2,2,10,3,2,3,2,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,7,5,5,3
953,6,0,1,1,0,2,0,3,2,3,7,2,5,0,0,0,3,2,2,2,1,2,0,1,0,2,7,5,5,3
953,6,4,1,2,2,2,8,3,5,3,9,2,5,0,0,0,3,2,2,2,1,2,3,2,5,3,0,5,5,11
958,5,0,1,4,0,2,0,3,1,3,7,4,5,1,0,3,3,4,8,1,1,2,0,1,4,2,7,5,5,7
958,4,0,1,4,2,0,5,3,1,3,9,4,5,7,0,0,3,2,8,2,1,9,1,0,3,2,5,2,5,10
958,4,4,1,4,0,1,0,3,1,3,9,2,5,7,0,0,3,2,8,2,1,2,2,0,3,2,0,2,5,0
438,6,4,1,4,2,2,5,3,2,2,7,2,5,1,0,0,3,2,8,1,1,2,1,0,0,2,0,2,5,12
60,2,1,1,4,2,3,5,4,6,3,7,2,5,1,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,10
60,2,0,1,2,0,2,5,3,5,2,7,4,5,1,0,0,3,2,6,2,1,2,3,2,5,3,7,5,5,11
906,1,1,1,2,2,1,10,3,5,2,7,0,5,7,0,0,3,2,8,2,1,2,0,0,1,2,0,2,5,11
906,1,0,1,4,0,2,0,3,5,3,9,2,5,7,0,0,3,2,2,2,1,3,3,2,5,3,0,2,5,12
996,0,1,1,1,0,1,7,3,1,3,1,4,5,1,0,0,3,2,1,1,1,2,3,2,5,3,3,2,5,3
183,0,3,1,1,0,2,7,3,6,3,7,7,5,5,0,0,3,3,8,1,1,2,1,0,2,2,0,2,5,1
198,0,0,1,4,0,0,7,3,6,3,6,4,5,1,0,0,3,2,8,2,1,9,0,1,0,2,7,5,5,0
198,0,1,1,4,0,2,0,4,6,3,7,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,6,2,5,9
578,0,1,1,7,4,6,7,3,5,3,6,4,5,0,0,0,0,2,8,2,1,2,0,0,3,2,0,2,5,3
578,0,1,1,1,0,3,5,3,5,3,6,1,5,0,0,0,0,2,8,2,1,2,3,2,5,3,7,5,5,4
1013,2,4,1,1,0,4,9,3,5,3,6,4,5,1,0,0,3,2,8,2,1,2,0,0,0,2,0,2,5,4
1013,2,1,1,4,0,1,5,3,5,2,7,4,5,1,0,0,3,2,8,2,1,2,3,2,5,3,2,2,5,11
158,2,1,1,1,2,0,9,0,5,3,7,0,5,0,0,0,3,2,2,1,1,2,1,0,1,2,2,2,5,0
578,2,2,1,4,2,2,5,3,5,2,6,3,5,1,0,0,0,2,6,3,1,3,0,1,0,2,3,2,5,1
578,2,4,1,4,0,1,7,3,5,3,9,7,5,1,0,0,0,2,8,3,1,2,3,2,5,3,0,2,5,3
578,2,1,1,4,0,1,5,0,1,3,1,4,5,1,0,0,0,2,1,3,1,2,3,2,5,3,0,2,5,10
820,3,0,1,2,0,1,17,3,0,2,7,7,5,0,0,0,0,2,8,2,1,2,0,1,0,2,0,2,5,7
820,3,4,1,4,0,3,11,3,3,2,9,7,5,0,0,0,0,2,8,2,1,2,1,1,1,2,7,5,5,5
599,3,0,1,4,0,1,5,3,5,2,7,7,5,0,0,0,0,2,1,2,2,3,0,1,3,2,7,5,5,1
599,3,0,1,4,0,0,7,3,5,3,7,7,5,0,0,0,0,2,1,2,2,2,1,0,0,2,0,2,5,3
599,3,1,1,4,0,1,7,3,2,3,7,1,5,0,0,0,0,2,8,2,2,4,0,1,4,2,2,2,5,9
438,1,1,1,4,0,2,0,3,5,2,7,2,5,7,0,0,3,2,8,1,1,4,3,2,5,3,0,2,5,18
175,4,0,1,4,0,0,5,3,1,2,7,7,5,7,0,0,3,2,8,2,1,2,0,1,0,2,7,5,5,1
175,4,4,1,1,0,0,8,3,5,2,12,4,5,7,0,0,3,2,8,2,1,2,0,1,1,2,0,2,5,3
273,1,0,1,4,0,1,0,3,6,2,6,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,12
273,1,3,1,4,0,3,17,3,5,2,6,2,5,0,0,0,3,2,2,2,1,2,0,1,1,2,1,2,5,9
20,5,1,1,4,0,4,7,3,2,2,6,2,5,7,0,0,0,2,8,2,1,4,3,2,5,3,7,5,5,0
20,5,1,1,4,0,3,0,3,5,2,12,6,5,7,1,0,0,2,8,2,1,2,0,1,0,2,4,2,5,17
1037,1,1,1,1,2,2,14,0,6,2,12,4,5,1,0,0,3,2,8,1,1,1,3,2,5,3,0,2,5,10
748,5,0,1,1,0,3,7,3,6,2,6,2,5,7,0,0,0,2,8,2,1,2,0,1,4,2,3,2,5,3
748,5,4,1,4,0,0,17,3,6,2,6,2,5,7,0,0,0,2,8,2,1,2,2,1,3,1,3,2,5,10
927,5,1,1,7,4,6,12,0,3,2,12,2,5,0,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,0
927,5,1,2,2,2,2,17,3,0,2,14,2,5,0,3,0,3,2,8,2,1,2,2,1,1,1,7,5,5,11
1067,5,0,1,1,0,1,7,3,3,2,7,2,5,0,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,10
1067,5,3,1,7,4,6,5,3,4,2,7,4,5,0,0,0,3,2,8,3,1,2,0,0,0,2,0,2,5,10
1067,5,4,0,7,4,6,5,3,3,2,7,2,5,0,0,0,3,2,8,3,1,3,2,1,2,2,3,2,2,0
1034,6,2,1,2,2,0,5,3,5,2,9,4,5,0,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,10
332,6,1,1,4,0,0,14,0,0,2,7,4,5,1,0,0,3,2,8,1,1,4,0,1,1,2,7,2,5,0
448,6,2,1,4,0,0,5,3,0,2,7,4,5,7,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,10
491,6,0,1,4,0,3,0,3,6,2,4,4,5,7,0,0,0,2,8,2,1,2,0,1,4,2,7,5,5,10
491,6,0,1,4,0,0,0,3,6,2,1,4,5,7,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,10
516,6,0,1,2,2,3,8,3,3,2,2,2,5,0,0,0,0,2,2,2,1,2,0,1,4,2,7,5,5,0
516,6,0,1,4,0,3,15,3,6,3,6,2,5,0,0,0,0,2,8,2,1,13,3,2,5,3,3,3,5,1
175,0,1,1,4,0,0,17,3,6,3,7,2,5,1,0,0,3,2,8,1,1,3,0,0,0,2,0,2,5,9
967,0,2,1,4,0,0,0,3,6,3,6,4,5,1,0,0,3,2,8,2,1,13,2,0,0,1,0,2,6,1
967,0,0,1,2,0,1,17,3,6,3,6,2,5,1,0,0,3,2,8,2,1,2,0,1,0,2,2,2,5,10
233,4,1,1,4,0,1,3,3,6,3,7,2,5,1,2,0,3,2,1,1,1,2,3,2,5,3,7,5,5,16
348,4,0,1,4,0,0,9,3,3,3,9,4,5,1,0,0,3,2,8,2,2,13,3,2,5,3,7,5,5,13
348,4,1,1,1,0,2,8,3,3,3,6,7,7,1,5,0,3,2,8,2,2,2,1,0,0,2,2,2,5,13
86,4,1,1,4,0,2,17,3,3,2,9,7,5,7,5,0,3,2,8,1,1,2,2,0,1,2,0,2,6,1
68,0,1,1,4,0,0,7,4,6,3,12,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,11
68,0,1,1,1,1,2,5,3,3,2,6,2,2,7,2,0,3,2,8,2,1,2,0,0,0,2,7,5,5,12
53,0,0,1,4,0,1,0,3,2,2,7,7,5,7,0,0,3,2,8,1,1,2,0,1,3,2,0,2,5,0
114,0,1,1,1,0,2,8,3,3,2,7,4,5,1,0,0,3,2,8,3,1,2,3,2,5,3,7,5,5,0
114,0,1,1,4,0,3,5,3,3,2,2,7,5,1,2,0,3,2,8,3,1,2,1,0,3,2,0,2,5,16
114,0,4,0,4,0,3,5,3,6,2,6,2,5,1,0,0,3,2,1,3,1,4,0,1,0,2,0,2,5,10
348,0,0,1,1,2,1,3,3,6,2,7,2,5,1,0,0,3,2,8,1,1,2,0,1,0,2,7,5,5,12
260,0,4,1,1,0,2,11,3,6,2,6,2,6,3,0,0,3,2,8,1,1,2,2,1,1,1,7,5,5,1
433,0,4,1,4,2,0,11,3,6,2,6,2,5,7,0,0,3,2,8,1,1,2,0,0,0,2,7,5,5,0
914,2,1,1,1,0,3,0,3,3,2,6,2,2,7,0,0,3,2,8,2,1,2,3,2,5,3,7,5,5,10
914,2,1,1,4,0,2,0,3,3,2,2,4,2,7,0,0,3,2,2,2,1,2,2,1,1,2,2,2,1,3
1006,2,2,1,4,0,1,0,3,3,2,6,4,1,1,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,11
1006,2,1,1,1,0,3,7,3,2,2,7,0,1,1,0,0,3,2,8,2,1,3,0,1,2,2,7,5,5,3
301,2,2,1,4,0,1,9,3,6,3,7,2,5,0,0,0,3,2,8,2,1,2,0,1,0,1,4,2,5,9
301,2,0,1,1,0,3,0,3,2,2,2,5,7,0,0,0,3,2,8,2,1,2,0,1,2,2,2,2,5,10
614,3,0,1,4,0,3,14,3,0,3,12,4,5,7,0,0,0,2,8,2,1,2,2,1,3,2,0,2,5,10
614,3,4,1,4,0,1,0,4,6,3,2,2,5,7,0,0,0,2,8,2,1,2,3,2,5,3,2,2,5,10
777,2,0,1,4,0,3,0,3,3,3,6,4,5,1,1,0,0,2,8,2,1,2,0,1,2,2,0,2,5,0
777,2,0,1,4,0,3,0,3,1,2,7,7,5,1,0,0,0,2,2,2,1,2,3,2,5,3,2,2,5,0
152,3,2,1,4,0,4,17,3,3,3,2,2,4,7,0,0,3,2,8,2,2,2,0,1,0,2,7,2,5,9
152,3,4,1,4,2,3,17,0,0,2,7,0,5,7,0,0,3,2,8,2,2,2,2,0,1,1,0,2,5,1
550,3,4,1,2,1,3,8,0,3,3,7,0,5,0,0,0,0,2,8,1,1,2,3,2,5,3,0,2,5,12
693,0,4,0,4,0,2,16,1,2,2,6,2,1,0,0,0,0,2,8,2,1,2,0,1,2,2,3,2,5,9
693,0,0,1,1,4,6,8,1,3,2,7,2,5,0,0,0,0,2,6,2,1,2,3,2,5,3,7,5,5,3
443,1,1,1,4,0,2,7,3,1,2,7,2,5,0,0,0,3,2,8,1,1,2,0,1,1,2,7,5,5,3
739,1,1,1,4,0,2,14,0,6,2,9,2,5,1,0,3,0,3,8,1,1,4,3,2,5,3,1,2,5,5
433,2,0,1,4,2,4,8,3,1,2,6,2,5,0,0,0,3,2,2,2,1,2,0,1,4,2,0,2,5,11
433,2,4,1,4,0,2,5,3,1,2,2,1,5,0,0,0,3,2,8,2,1,2,3,2,5,3,2,2,5,12
144,5,1,1,1,0,1,5,3,0,2,14,4,5,1,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,3
431,5,0,1,4,2,1,0,3,3,3,0,7,3,7,0,3,3,4,8,1,2,2,0,1,0,2,0,2,5,9
431,5,0,1,1,0,1,0,3,3,3,7,2,7,7,0,3,3,4,2,1,2,2,1,0,1,2,0,2,5,3
520,3,1,1,4,2,1,8,3,6,2,7,4,7,7,0,0,0,2,2,2,1,2,2,0,0,2,0,2,6,12
520,3,4,1,4,0,3,8,3,6,2,2,4,5,7,0,0,0,2,8,2,1,2,3,2,5,3,0,2,5,1
486,6,1,1,4,0,1,5,0,0,2,9,4,5,5,0,0,3,2,8,2,1,4,0,1,0,2,0,2,5,0
486,6,4,1,4,0,0,9,3,5,2,7,4,5,5,0,0,3,2,2,2,1,2,2,0,1,2,0,2,5,12
331,5,4,1,4,0,1,7,3,5,2,7,2,5,0,0,0,3,2,2,1,1,2,0,0,0,2,0,2,5,3
698,6,0,1,4,0,0,14,3,5,2,7,0,5,1,0,0,0,2,8,2,1,2,3,2,5,3,7,2,5,9
698,6,4,0,4,0,2,0,3,6,2,1,2,5,1,3,0,0,2,1,2,1,2,3,2,5,3,7,2,5,10
157,6,1,1,4,0,2,0,3,5,2,1,1,5,7,0,0,3,2,8,1,1,2,0,1,1,2,7,2,5,0
91,4,0,1,1,2,1,5,3,6,2,7,2,5,1,0,3,3,4,8,1,1,2,3,2,5,3,7,2,5,0
965,4,1,1,1,0,4,14,1,0,2,6,2,5,0,0,3,3,4,8,2,1,2,0,1,0,2,7,2,5,10
965,4,1,1,7,4,6,5,3,1,2,9,2,5,0,0,3,3,4,8,2,1,2,3,2,5,3,7,2,5,0
21,0,2,1,4,0,3,11,3,1,2,7,2,5,0,0,0,0,2,8,2,1,2,0,1,0,2,7,2,5,3
21,0,0,1,2,0,0,0,4,0,3,9,4,3,0,0,0,0,2,2,2,1,3,1,0,0,2,7,2,5,0
346,4,1,1,4,2,2,0,3,6,2,2,0,5,7,0,0,3,2,2,1,1,2,0,1,0,2,0,5,5,10
655,0,4,0,4,0,0,0,3,1,3,7,1,5,1,0,0,0,2,8,1,1,2,3,2,5,3,0,5,5,1
654,0,2,1,4,0,3,17,3,2,2,6,2,7,5,0,0,0,2,8,1,1,2,1,0,3,2,0,2,5,10
1037,0,1,1,4,0,4,5,3,1,3,7,4,5,1,0,0,3,2,8,2,1,2,2,0,3,2,0,2,5,4
1037,0,1,1,1,0,1,5,3,5,3,1,2,3,1,0,0,3,2,8,2,1,3,0,1,0,2,0,2,5,10
180,2,2,1,4,0,2,0,3,6,2,7,4,5,0,0,0,3,2,8,1,1,2,3,2,5,3,7,2,5,16
299,2,2,1,1,0,2,14,3,0,2,6,2,5,0,0,0,3,2,8,4,2,4,3,2,5,3,0,2,5,5
299,2,2,1,4,2,0,9,0,6,2,9,4,5,0,0,0,3,2,8,4,2,4,0,0,1,2,0,2,5,11
299,2,2,1,4,0,2,9,3,5,2,6,1,5,0,3,0,3,2,8,4,2,2,0,1,0,1,3,2,5,9
299,2,1,1,5,1,6,0,3,6,2,6,2,5,0,0,0,3,2,8,4,2,2,3,2,5,3,0,2,5,1
330,2,0,1,2,0,1,9,3,5,2,2,0,5,7,0,0,3,2,8,2,2,2,2,0,4,2,0,2,5,0
330,2,2,1,4,0,0,9,3,6,2,2,4,5,7,0,0,3,2,5,2,2,2,1,0,1,2,3,2,5,1
374,3,0,1,4,0,2,5,3,6,2,9,4,5,1,0,3,3,2,8,2,1,4,3,2,5,3,7,5,5,5
374,3,0,1,4,0,1,0,3,6,2,7,4,5,1,2,3,3,2,2,2,1,2,3,2,5,3,0,2,5,12
806,3,0,1,4,0,5,5,3,5,3,7,7,5,0,0,3,0,2,8,2,1,1,0,1,0,2,2,2,5,12
806,3,4,1,4,0,3,17,3,6,2,14,4,5,0,0,3,0,2,8,2,1,2,0,1,0,2,0,2,5,0
477,1,0,1,4,0,3,0,3,1,3,9,4,5,7,5,0,3,2,8,2,1,2,0,1,0,2,3,2,5,1
477,1,4,0,4,0,2,14,3,5,3,6,4,5,7,3,0,3,2,8,2,1,2,3,2,5,3,0,2,5,1
788,5,1,1,2,0,1,17,3,5,3,9,4,5,1,0,3,0,0,8,1,1,2,0,1,0,2,0,2,5,0
381,1,1,1,2,2,1,17,3,5,2,7,2,5,0,5,0,3,2,8,1,1,2,1,0,4,2,7,5,5,0
204,6,4,1,4,0,4,0,3,6,2,7,2,5,1,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,7
1038,5,1,1,4,2,3,14,3,6,2,1,2,5,1,2,0,3,2,2,1,1,3,0,1,0,2,0,2,5,16
174,5,0,1,4,0,3,0,3,2,3,2,1,5,1,0,0,3,2,8,1,1,2,3,2,5,3,7,5,5,0
68,5,1,1,1,0,1,7,3,6,3,12,2,5,7,0,0,3,2,2,1,1,4,2,0,1,1,7,5,0,5
273,5,4,0,4,0,1,7,3,1,3,6,4,5,7,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,3
853,6,1,1,5,0,3,0,3,0,3,7,6,5,1,0,0,0,2,8,2,1,2,0,1,3,2,0,2,5,9
853,6,1,1,1,0,2,5,3,2,3,9,4,5,1,0,0,0,2,8,2,1,2,1,0,0,2,7,5,5,10
323,6,4,0,4,0,4,5,3,3,3,7,4,5,0,2,0,3,2,2,1,1,2,1,0,0,2,7,5,5,12
334,6,1,1,1,0,4,5,3,0,2,7,7,3,7,0,0,3,2,8,2,2,13,3,2,5,3,0,2,5,17
334,6,1,1,4,0,4,0,3,1,3,6,1,3,7,0,0,3,2,8,2,2,3,3,2,5,3,0,2,5,0
334,6,4,1,4,0,2,0,3,6,2,9,2,5,7,0,0,3,2,8,2,2,13,0,1,1,2,7,5,5,10
530,4,1,1,4,2,2,10,3,6,2,7,2,5,0,0,0,3,2,8,1,1,2,2,0,0,2,7,5,0,9
808,2,4,1,2,2,2,10,1,1,3,9,4,5,0,0,0,0,2,8,1,1,2,0,0,0,2,0,2,5,12
591,2,4,0,4,0,2,5,3,6,2,2,2,5,1,0,0,0,2,8,1,1,13,3,2,5,3,0,2,5,12
772,4,1,1,4,0,1,5,0,6,2,9,2,5,1,0,3,0,2,1,2,1,2,2,0,1,2,7,5,5,10
772,4,4,1,1,0,2,9,3,6,2,6,1,5,1,0,3,0,2,8,2,1,2,0,1,0,2,0,5,5,10
831,2,1,1,4,0,1,7,0,4,2,9,2,5,7,0,0,0,2,2,1,1,2,3,2,5,3,0,2,5,16
114,2,1,1,4,0,4,5,3,5,2,7,1,5,0,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,5
114,2,2,1,1,0,1,0,3,5,3,4,2,5,0,0,0,3,2,8,2,1,2,2,0,1,2,0,2,0,1
758,2,0,1,4,0,1,7,3,5,3,2,2,5,1,2,0,0,2,8,2,1,2,3,2,5,3,0,2,5,0
758,2,0,1,4,0,1,6,3,1,2,9,4,3,1,0,0,0,2,8,2,1,2,0,1,1,2,7,5,5,3
802,3,4,1,4,0,2,0,4,6,3,14,2,5,1,0,0,0,2,8,1,1,4,2,1,1,2,0,5,3,9
280,5,2,1,4,0,2,0,4,6,3,14,2,5,0,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,9
280,5,4,0,4,0,6,5,3,0,2,6,4,5,0,0,0,3,2,8,2,1,2,0,1,0,2,3,2,5,1
280,4,4,0,4,2,2,0,3,3,2,5,2,7,7,4,0,3,2,8,1,1,2,0,1,4,2,1,2,5,12
114,4,1,1,4,0,1,11,3,3,2,2,2,3,1,3,0,3,2,8,1,1,2,3,2,5,3,0,2,5,2
109,0,1,1,4,0,4,5,3,6,2,6,7,7,7,3,0,3,2,2,2,1,2,0,1,0,2,2,2,5,5
109,0,4,1,4,0,0,11,3,3,3,2,2,3,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,1
712,2,1,1,4,0,4,5,4,6,3,6,7,7,7,0,0,0,2,2,2,1,3,0,0,0,2,3,2,5,3
712,2,4,1,4,0,3,5,0,6,2,6,4,5,7,2,0,0,2,8,2,1,2,3,2,5,3,1,2,5,10
334,6,3,1,4,0,4,5,3,0,2,12,2,5,7,0,0,3,2,8,2,1,2,0,0,0,2,3,2,5,0
334,6,3,1,4,0,1,9,3,4,2,9,2,5,7,0,0,3,2,10,2,1,2,0,1,4,1,7,5,5,10
1071,5,1,1,4,0,0,9,3,6,2,6,7,7,7,0,0,3,2,1,2,1,2,3,2,5,3,0,2,5,10
1071,5,4,1,1,0,2,14,3,5,2,11,7,5,7,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,7
488,5,1,1,4,2,4,5,3,5,2,7,2,5,7,2,0,3,2,8,1,1,2,2,0,1,1,0,2,5,16
424,5,1,1,4,0,4,0,3,5,2,9,4,5,7,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,3
424,5,0,1,6,0,4,8,3,5,2,6,4,5,7,0,0,3,2,1,2,1,1,3,2,5,3,7,5,5,5
990,5,0,1,4,0,0,0,3,5,2,6,4,5,7,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,9
755,6,4,1,1,2,2,10,3,5,2,9,4,5,1,0,0,0,2,10,1,1,2,0,1,0,2,7,5,5,17
902,4,1,1,4,0,1,11,3,5,2,6,4,5,7,0,0,3,2,8,2,1,9,3,2,5,3,0,2,5,5
